category,name,star_rating,cuisine,speed,avg_price_per_meal,area,what_i_got,notes,tags
Full Restaurant List,donderos,3,breakfast,sit down,10,milledge,"ath hash, tofu scramble, pump","taste varies, why was a 'hash' a raw icky salad",breakfast|brunch|budget|cheap|fresh|healthy|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-address
Full Restaurant List,earth fare,4,grocery,fast,10,five points,"salad buffet, cookies",solid option w variety but expensive,budget|cheap|fast|fresh|grocery|healthy|neighborhood|quick
Full Restaurant List,el barrio,3.5,mexican,sit down,10,five points,"veggie bowl, cauli tacos, frozen",great frozen margs + atmosphere,budget|cheap|cozy|fresh|healthy|mexican|neighborhood|sit-down|vegetarian|veggie|vibes
Full Restaurant List,farm burger,2,burgers,quicker,9,prince,"housemade vegan, fries","chain & not special, big portion fries; OSM hours: Mo-Su 11:00-21:00",budget|burgers|cheap|comfort|fast|neighborhood|quick|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,flying biscuit,4,breakfast,quicker,11,normaltown,vegan tofu wrap,"chain, still good",breakfast|brunch|fast|neighborhood|quick|vegetarian|veggie
Full Restaurant List,frutta bowls,3,breakfast,quicker,11,dt,dragonfruit bowl,"slow, mid",breakfast|brunch|fast|fresh|healthy|quick
Full Restaurant List,fully loaded,5,pizza,sit down,14,five points,"greek pizza, cannoli","outdoor seating, single slices are huge",comfort|high-rated|neighborhood|outdoor|patio|pizza|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,grindhouse,1,burgers,sit down,12,five points,"impossible, sweet potato fries",not good lol,burgers|comfort|neighborhood|sit-down
Full Restaurant List,grit,5,vegetarian,sit down,10,prince,"seitan gyro, falafel, golden bowl","I MISS IT SO MUCH, iconic athens restaurant; CLOSED: Sheet already says Matthew misses it; The Grit closed in 2022.",athens-classic|budget|cheap|classic|fresh|healthy|high-rated|local|neighborhood|sit-down|vegetarian|veggie|closed|inactive|needs-verification
Full Restaurant List,gusto,4,bowls,fast,10,alps,"lemon pepper ranch, tahini cuc...","GA chain, but good option and have so many BOGO cards floating around businesses",bowls|budget|cheap|fast|fresh|healthy|quick
Full Restaurant List,hendershots,3,bar,fast,8,prince,drinks,sabacha once a month!; OSM hours: Mo 07:30-17:00; Tu 07:30-22:00; We-Th 07:30-23:00; Fr-Sa 07:30-00:00; Su 09:00-14:30,bar|budget|casual|cheap|drinks|fast|neighborhood|quick|source-visitathensga-com|visit-athens|source-openstreetmap|osm|directory-import|active-unverified|cafe|has-hours|has-address
Full Restaurant List,hilo,5,pub,quicker,10,normaltown,"fried oyster mushrooms, tofu p","classic!, great pub fare with less cowd (usually)",athens-classic|bar|budget|casual|cheap|classic|comfort|drinks|fast|high-rated|local|neighborhood|pub|quick|vegetarian|veggie
Full Restaurant List,home.made,4,southern,sit down,24,alps,forget and menu is gone :(,good unique food; OSM hours: closed; CLOSED: Flagpole/Banner-Herald reported home.made permanently closed on Baxter Street in 2024.; OSM opening_hours is closed; verify before use.,comfort|fancy|sit-down|southern|unique|source-openstreetmap|closed|inactive|needs-verification|osm|directory-import|restaurant|has-hours
Full Restaurant List,i heart mac and cheese,3,mac and cheese,fast,11,dt,mac & cheese,"cool concept, bad service",cheese|comfort|cozy|fast|mac|quick|vibes
Full Restaurant List,ideal,5,breakfast,fast,6,dt,"the gabby, everything bagel","awesome location, yum",breakfast|brunch|budget|cheap|fast|high-rated|quick
Full Restaurant List,independent,5,breakfast,fast,5,five points,"challah, pain au chocolat, stick",CLASSIC! seating at run club,athens-classic|breakfast|brunch|budget|cheap|classic|fast|high-rated|local|neighborhood|outdoor|patio|quick
Full Restaurant List,insomnia,2,dessert,fast,3,dt,chocolate chip cookie,"chain, open late, pricey",budget|cheap|dessert|fast|late-night|quick|sweet
Full Restaurant List,J christopher's,3,breakfast,sit down,12,five points,brown sugar oatmeal,"plain, apparently bad management",breakfast|brunch|neighborhood|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,jinya,3.5,japanese,sit down,18,dt,spicy creamy vegan,went once never went back idk,japanese|sit-down|vegetarian|veggie
Full Restaurant List,journey juice,4,juice,fast,9,normaltown,watermelon fresca,"expensive, so fresh",bowls|budget|cheap|fast|fresh|healthy|juice|neighborhood|quick|source-openstreetmap|osm|directory-import|active-unverified|fast-food|fast-casual
Full Restaurant List,kelly's,3.5,jamaican,fast,14,five points,"mac & cheese, spicy cabbage, ...","heavy, run out of sides",fast|jamaican|neighborhood|quick
Full Restaurant List,last resort,5,american,sit down,15,dt,"tofu bowl, cakes, cecilias","great outdoor seating, great food; OSM hours: Mo-Fr 17:00-22:00; Sa-Su 10:00-14:00; Sa 17:00-23:00; Su 17:00-21:00",american|fresh|healthy|high-rated|outdoor|patio|sit-down|vegetarian|veggie|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,little city diner,5,breakfast,sit down,12,winterville,"black bean veggie burger, fries","very local, so yummy idk why; OSM hours: Tu-Su 08:00-14:00",athens-classic|breakfast|brunch|classic|high-rated|local|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|cafe|american|has-hours
Full Restaurant List,little kings shuffle club,4,bar,fast,11,dt,"aperol spritz, limencello spritz,","cool outside area, townie; OSM hours: Mo-Th 17:00-22:00; Fr-Sa 17:00-23:30",bar|casual|cozy|drinks|fast|outdoor|patio|quick|vibes|source-openstreetmap|osm|directory-import|active-unverified|has-hours
Full Restaurant List,local 706,2,american,sit down,13,five points,athena salad with beyond burg,below mid food and environment,american|athens-classic|classic|fresh|healthy|local|neighborhood|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,maepole,5,bowls / southern,fast,11,chase,bowls,"filling, nice outdoor seating, expensive; OSM hours: 11:00-21:00",bowls|fast|fresh|healthy|high-rated|outdoor|patio|quick|southern|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,mama ning's,3,thai,sit down,15,watkinsville,tofu massaman curry,"further away and not as good as thai spoon; OSM hours: Tu-Th 11:00-21:00; Fr,Sa 11:00-21:30; Su 11:00-20:30",sit-down|thai|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,mamas boy,3,breakfast,sit down,11,dt & milledge,"cinnamon bun, vegan tofu bisc","wish they didnt get rid of vegan biscuit, always a line, not that good anymore; OSM hours: Mo-Su 07:30-14:30",breakfast|brunch|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours|source-visitathensga-com|visit-athens|has-address
Full Restaurant List,mannaweeta,5,ethiopian,quicker,12,east athens,"okra wot, timatim fitfit, ater alich...","huge portion, very authentic",athens-classic|classic|ethiopian|fast|high-rated|local|quick|unique|vegetarian|veggie
Full Restaurant List,marker 7,5,seafood,sit down,14,five points,"fried green tomatoes, artichoke","curated vibe, great food",cozy|date-night|high-rated|neighborhood|seafood|sit-down|unique|vibes
Full Restaurant List,martis at midday,3.5,sandwich,quicker,10,normaltown,vegan maggie,"bland, felt like a sorority type of place; OSM hours: Mo-Fr 08:00-15:30",budget|cheap|fast|neighborhood|quick|sandwich|vegetarian|veggie|source-visitathensga-com|visit-athens|source-openstreetmap|osm|directory-import|active-unverified|restaurant|american|has-hours|has-address
Full Restaurant List,mediterranean grill,5,mediterranean,sit down,15,five points,"dolmas, vegetarian plate, vegg","authentic, lunch special!",date-night|high-rated|mediterranean|neighborhood|sit-down|unique|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,mellow mushroom,4,pizza,sit down,12,dt,BYO pizza (duh),chain but yummy; OSM hours: 11:00-22:00,comfort|pizza|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|chain|has-hours
Full Restaurant List,mother pho,4.5,vietnamese,sit down,16,dt,vermecelli lemongrass tofu,fresh,fresh|healthy|high-rated|sit-down|vegetarian|veggie|vietnamese
Full Restaurant List,national,4.5,mediterranean / american,sit down,28,dt,"fried eggplant, vegetable plate","weak desserts and drinks, great entrees",american|fancy|high-rated|mediterranean|sit-down|vegetarian|veggie
Full Restaurant List,nedzas,5,breakfast,quicker,7,five points,"1lb cookie, lots donuts","delish, very local",athens-classic|breakfast|brunch|budget|cheap|classic|fast|high-rated|local|neighborhood|quick
Full Restaurant List,normal bar,4,bar,fast,9,normaltown,"rose gin fizz, boiled peanuts","cool atmosphere, peanuts, townie",bar|budget|casual|cheap|cozy|drinks|fast|neighborhood|quick|vibes|source-openstreetmap|osm|directory-import|active-unverified
Full Restaurant List,old pal,5,bar,fast,11,normaltown,"southside, vesper, pisco sour,","classic cool bar, townie, delish cocktails",athens-classic|bar|casual|classic|cozy|drinks|fast|high-rated|local|neighborhood|quick|vibes
Full Restaurant List,paloma,4,mexican,sit down,15,dt,"elote corn, big ol burrito, margs",great outdoor seating,mexican|outdoor|patio|sit-down|bar|budget|casual|cheap|drinks|fast|quick
Full Restaurant List,pauleys,3,crepes,sit down,14,dt,veggie meatball crepe,expensive and super loud inside,crepes|sit-down|vegetarian|veggie
Full Restaurant List,peppinos,5,pizza,sit down,12,whitehall,"eggplan parm sub, cannoli",amazing staff and atmosphere,comfort|cozy|high-rated|pizza|sit-down|vibes
Full Restaurant List,pita pit,2,mediterranean,fast,9,dt,falafel pita,"no flavor, open late",budget|cheap|fast|late-night|mediterranean|quick|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|fast-food|pita|chain|fast-casual
Full Restaurant List,poquitos,4,mexican,sit down,12,prince,"jackfruit tinga sope, tostada",great outdoor seating; OSM hours: Su-Th 11:00-21:00; Fr-Sa 11:00-22:00,mexican|neighborhood|outdoor|patio|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,pulaski heights bbq,4,bbq,sit down,12,pulaski heights,"smoked tofu, mac & cheese, sl...",great atmosphere & pricing,bbq|comfort|cozy|sit-down|vegetarian|veggie|vibes
Full Restaurant List,puma yu,5,asian,sit down,25,chase,mushroom noodle,"unique flavor combos, james beard chef",asian|date-night|fancy|high-rated|sit-down|unique|vegetarian|veggie
Full Restaurant List,punta cana,2,latin,sit down,13,prince,pasteles en hoja,"not as flavorful as hoped, expensive",latin|neighborhood|sit-down
Full Restaurant List,rook and pawn,4,bar,fast,9,dt,drinks,"loads of cool games, can fill up quick",bar|budget|casual|cheap|cozy|drinks|fast|quick|vibes
Full Restaurant List,royal peasant,4,pub,sit down,13,five points,veggie thai curry,outdoor seating great,bar|casual|comfort|drinks|neighborhood|outdoor|patio|pub|sit-down|vegetarian|veggie
Full Restaurant List,sauce house,3,bbq,sit down,13,dt,tofu bbq,solid place just never went for it (CATERING ONLY NOW); OSM hours: We-Su 11:00-21:00,bbq|comfort|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours|has-address
Full Restaurant List,shokatini,5,japanese,sit down,10,dt,"edamame, chefs special, spicy",amazing fresh sushi,budget|cheap|fresh|healthy|high-rated|japanese|sit-down
Full Restaurant List,slutty vegan,2,vegan,quicker,15,dt,"sloppy toppy, fries","feel shitty after, so expensive",fast|quick|vegan|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,smoothie king,3,smoothies,fast,8,five points,mango kale,chain,bowls|budget|cheap|fast|fresh|healthy|neighborhood|quick|smoothies|source-openstreetmap|osm|directory-import|active-unverified|fast-food|juice|chain|fast-casual
Full Restaurant List,south kitchen + bar,2,southern,sit down,18,dt,"fried green tomatoes, farro sala","cool interior, mid service/food, no options when i was vegan, could try this again; OSM hours: Mo-Fr 11:00-15:00; Su-Th 16:00-22:00; Fr-Sa 16:00-23:00; Sa-Su 10:00-15:00",comfort|cozy|sit-down|southern|vegetarian|veggie|vibes|source-openstreetmap|osm|directory-import|active-unverified|restaurant|bar|has-hours
Full Restaurant List,southern brewing,5,brewery,fast,7,north athens,red and black! vodka cocktail,"local, great field in back for events, closing bc of divorce <3",athens-classic|bar|brewery|budget|casual|cheap|classic|cozy|drinks|fast|high-rated|local|outdoor|patio|quick|vibes
Full Restaurant List,sucheros,2,bowls / mexican,fast,9,dt,bowls,"chain, no tofu wtf, crazy wait",bowls|budget|cheap|fast|fresh|healthy|mexican|quick|vegetarian|veggie
Full Restaurant List,taco mama,4,mexican,quicker,13,dt,tou BYO bowl,big portions; OSM hours: Mo-Sa 11:00-21:00; Su 11:00-20:00,fast|fresh|healthy|mexican|quick|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,taqueria de sol,4,mexican,sit down,9,prince,"bean enchilada, veggie taco, g",really good guac,budget|cheap|mexican|neighborhood|sit-down|vegetarian|veggie
Full Restaurant List,taqueria tsunami,3,latin / asian,sit down,15,dt,"gauc, tofu taco, garden taco, ko",yummy but very freshman place to go; OSM hours: Su-Th 11:00-21:00; Fr-Sa 11:00-22:00,asian|fresh|healthy|latin|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,taste of india,4,indian,sit down,18,east athens,"chana masala, samosa","not best environment, far and expensive but good",athens-classic|classic|indian|local|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant
Full Restaurant List,tazikis,4,mediterranean,quicker,13,prince,"falafel gyro, baklava",chain but very good,fast|mediterranean|neighborhood|quick|vegetarian|veggie
Full Restaurant List,thai spoon,4,thai,sit down,14,dt,"tom kha soup, veggie spring ro","specials!, soup is served with big flame; OSM hours: Mo-Fr 11:00-14:30; Mo-Th 16:00-21:45; Fr 16:00-22:00; Sa 11:30-22:00; Su 16:00-21:00",sit-down|thai|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,the expat,5,italian,sit down,27,five points,"cheese board, bruschetta, Cre...",fancy and delish; OSM hours: Tu-Sa 17:00-22:00,date-night|fancy|high-rated|italian|neighborhood|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant|american|has-hours
Full Restaurant List,the globe,5,pub,sit down,15,dt,"clayton st hot tofu, levantine bo","vibes!!, classic athens; OSM hours: 11:00-22:00",athens-classic|bar|casual|classic|comfort|cozy|drinks|high-rated|local|pub|sit-down|vegetarian|veggie|vibes|source-openstreetmap|osm|directory-import|active-unverified|has-hours
Full Restaurant List,the root,5,bar,fast,10,five points,"drinks, cauliflower wedges","lots of events (trivia), good food from upstairs (the pine)",bar|budget|casual|cheap|cozy|drinks|fast|high-rated|neighborhood|quick|vegetarian|veggie|vibes
Full Restaurant List,tlaloc,4,mexican,sit down,10,chase,veggie fajitas,great service,budget|cheap|mexican|sit-down|vegetarian|veggie
Full Restaurant List,trapeze,5,american,sit down,15,dt,"veggie reuben, boiled peanuts","best fries, apparently best chicken sandwich too",american|high-rated|sit-down|vegetarian|veggie
Full Restaurant List,viva,5,argentinian,sit down,12,prince,spinach mushroom empanada,huge portions,argentinian|high-rated|neighborhood|sit-down|vegetarian|veggie
Full Restaurant List,walkers,4,bar,fast,9,dt,beer and cocktails,good for studying,bar|budget|casual|cheap|drinks|fast|quick
Full Restaurant List,white tiger,5,bbq,quicker,9,normaltown,"tofu q, grilled tofu sandwich, m...","best bathroom in athens, cutest neighborhood vibe, classic; OSM hours: Tu-Su 11:00-21:00",athens-classic|bbq|budget|cheap|classic|comfort|cozy|fast|high-rated|local|neighborhood|quick|vegetarian|veggie|vibes|source-openstreetmap|osm|directory-import|active-unverified|restaurant|regional|has-hours
Full Restaurant List,willy's,3,bowls / mexican,fast,9,alps,bowls,"chain, free chips",bowls|budget|cheap|fast|fresh|healthy|mexican|quick
Full Restaurant List,wonder bar,4,bar,fast,6,dt,shots,games galore,bar|budget|casual|cheap|cozy|drinks|fast|quick|vibes|source-openstreetmap|osm|directory-import|active-unverified|has-address
Full Restaurant List,world famous,4.5,pub,quicker,12,dt,"shwarma tofu, pretzel bites, tof","vibes!, delicious, open late",bar|casual|comfort|cozy|drinks|fast|high-rated|late-night|pub|quick|vegetarian|veggie|vibes|budget|cheap
Full Restaurant List,zz and simones,3.5,brunch,sit down,22,five points,"eggs in purgatory, fried potatoe","good but pales in comparison to their dinner menu, too expensive; OSM hours: Su 10:30-14:00; Su-Th 17:00-21:00; Fr-Sa 17:00-22:00",breakfast|brunch|fancy|neighborhood|sit-down|source-openstreetmap|osm|directory-import|active-unverified|restaurant|italian|has-hours|athens-classic|classic|date-night|high-rated|local
To Go,akedemia,,pub,,,,,,bar|casual|comfort|drinks|pub|to-go
To Go,athentic,,brewery,,,,,,bar|brewery|casual|drinks|to-go
To Go,baddies (pudding),,dessert,,,,,,dessert|sweet|to-go
To Go,dawg gone (banana pudding),,dessert,,,,,,dessert|sweet|to-go
To Go,depalmas,,italian,,,,,,italian|to-go
To Go,five and ten,,american,,,,,,american|to-go|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant
To Go,iguanas,,mexican,,,,,,mexican|to-go
To Go,juaritos,,mexican,,,,,,mexican|to-go
To Go,los amigos,,mexican,,,,,,mexican|to-go
To Go,manhattan,,bar,,,,,,bar|casual|drinks|to-go|source-openstreetmap|osm|directory-import|active-unverified
To Go,osteria,,italian,,,,,,italian|to-go
To Go,pretty boy,,viet,,,,,OSM hours: Tu-Th 17:00-22:00; Fr-Sa 17:00-23:00; Su 16:00-21:00,to-go|viet|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant|vietnamese|has-hours
To Go,cafe racer,,breakfast,,,,,OSM hours: Tu-Su 06:00-14:00; Tu-Su 17:00-22:00,breakfast|brunch|to-go|source-openstreetmap|osm|directory-import|active-unverified|fast-food|coffee|fast-casual|has-hours
To Go,sea bear,,seafood,,,,,,seafood|to-go
To Go,siri thai,,thai,,,,,,thai|to-go
To Go,sweetie pie,,dessert,,,,,,dessert|sweet|to-go
To Go,taco stand,,mexican,,,,,,mexican|to-go
To Go,tacos los plebes,,mexican,,,,,OSM hours: Mo-We 10:30-21:30; Th-Sa 10:30-22:00; PH unknown,mexican|to-go|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
To Go,terrapin,,brewery,,,,,,bar|brewery|casual|drinks|to-go
To Go,the cafe,,american,,,,,OSM hours: Tu-Sa 11:00-23:00,american|to-go|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
To Go,the pine,,tapas,,,,,,tapas|to-go
To Go,the table bistro,,american,,,,,,american|to-go
To Go,the traveling hob burger and cheesecake,,dessert,,,,,,dessert|sweet|to-go
To Go,weaver d's,,soul,,,,,CLOSED: WUGA/AJC reported Weaver D's closed in February 2026.,soul|to-go|closed|inactive|needs-verification
